Page URL,Page Title,Outcome,Impact,Code Snippet,Selector,Remediation,Manual,Rule ID,Help,Description,Help URL,Standard,WCAG 2 Success Criteria,Section 508 Paragraph,Tags,Date,axe-core,Needs Review,IGT,Found By,Test Title,Share URL
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,aria-toggle-field-name,ARIA toggle fields must have an accessible name,Ensure every ARIA toggle field has an accessible name,https://dequeuniversity.com/rules/axe/4.10/aria-toggle-field-name?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412, TTv5, TT5.c, EN-301-549, EN-9.4.1.2, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,aria-tooltip-name,ARIA tooltip nodes must have an accessible name,Ensure every ARIA tooltip node has an accessible name,https://dequeuniversity.com/rules/axe/4.10/aria-tooltip-name?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412, EN-301-549, EN-9.4.1.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,aria-valid-attr,ARIA attributes must conform to valid names,Ensure attributes that begin with aria- are valid ARIA attributes,https://dequeuniversity.com/rules/axe/4.10/aria-valid-attr?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412, EN-301-549, EN-9.4.1.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,aria-valid-attr-value,ARIA attributes must conform to valid values,Ensure all ARIA attributes have valid values,https://dequeuniversity.com/rules/axe/4.10/aria-valid-attr-value?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.aria, wcag2a, wcag412, EN-301-549, EN-9.4.1.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,blink,<blink> elements are deprecated and must not be used,Ensure <blink> elements are not used,https://dequeuniversity.com/rules/axe/4.10/blink?application=AxeDevToolsAPI,WCAG 2.0 Level A,"2.2.2 Pause, Stop, Hide",Paragraph J - Screen flicker in range of 2 - 55 Hz,"cat.time-and-media, wcag2a, wcag222, section508, section508.22.j, TTv5, TT2.b, EN-301-549, EN-9.2.2.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,definition-list,"<dl> elements must only directly contain properly-ordered <dt> and <dd> groups, <script>, <template> or <div> elements",Ensure <dl> elements are structured correctly,https://dequeuniversity.com/rules/axe/4.10/definition-list?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.3.1 Info and Relationships,,"cat.structure, wcag2a, wcag131, EN-301-549, EN-9.1.3.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,dlitem,<dt> and <dd> elements must be contained by a <dl>,Ensure <dt> and <dd> elements are contained by a <dl>,https://dequeuniversity.com/rules/axe/4.10/dlitem?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.3.1 Info and Relationships,,"cat.structure, wcag2a, wcag131, EN-301-549, EN-9.1.3.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,document-title,Documents must have <title> element to aid in navigation,Ensure each HTML document contains a non-empty <title> element,https://dequeuniversity.com/rules/axe/4.10/document-title?application=AxeDevToolsAPI,WCAG 2.0 Level A,2.4.2 Page Titled,,"cat.text-alternatives, wcag2a, wcag242, TTv5, TT12.a, EN-301-549, EN-9.2.4.2, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,duplicate-id-aria,IDs used in ARIA and labels must be unique,Ensure every id attribute value used in ARIA and in labels is unique,https://dequeuniversity.com/rules/axe/4.10/duplicate-id-aria?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.parsing, wcag2a, wcag412, EN-301-549, EN-9.4.1.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,form-field-multiple-labels,Form field must not have multiple label elements,Ensure form field does not have multiple label elements,https://dequeuniversity.com/rules/axe/4.10/form-field-multiple-labels?application=AxeDevToolsAPI,WCAG 2.0 Level A,3.3.2 Labels or Instructions,,"cat.forms, wcag2a, wcag332, TTv5, TT5.c, EN-301-549, EN-9.3.3.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,frame-focusable-content,Frames with focusable content must not have tabindex=-1,Ensure <frame> and <iframe> elements with focusable content do not have tabindex=-1,https://dequeuniversity.com/rules/axe/4.10/frame-focusable-content?application=AxeDevToolsAPI,WCAG 2.0 Level A,2.1.1 Keyboard,,"cat.keyboard, wcag2a, wcag211, TTv5, TT4.a, EN-301-549, EN-9.2.1.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,frame-title,Frames must have an accessible name,Ensure <iframe> and <frame> elements have an accessible name,https://dequeuniversity.com/rules/axe/4.10/frame-title?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",Paragraph I - Title frames/iframes to facilitate frame identification and navigation,"cat.text-alternatives, wcag2a, wcag412, section508, section508.22.i, TTv5, TT12.d, EN-301-549, EN-9.4.1.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,frame-title-unique,Frames must have a unique title attribute,Ensure <iframe> and <frame> elements contain a unique title attribute,https://dequeuniversity.com/rules/axe/4.10/frame-title-unique?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",,"cat.text-alternatives, wcag2a, wcag412, TTv5, TT12.d, EN-301-549, EN-9.4.1.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,html-has-lang,<html> element must have a lang attribute,Ensure every HTML document has a lang attribute,https://dequeuniversity.com/rules/axe/4.10/html-has-lang?application=AxeDevToolsAPI,WCAG 2.0 Level A,3.1.1 Language of Page,,"cat.language, wcag2a, wcag311, TTv5, TT11.a, EN-301-549, EN-9.3.1.1, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,html-lang-valid,<html> element must have a valid value for the lang attribute,Ensure the lang attribute of the <html> element has a valid value,https://dequeuniversity.com/rules/axe/4.10/html-lang-valid?application=AxeDevToolsAPI,WCAG 2.0 Level A,3.1.1 Language of Page,,"cat.language, wcag2a, wcag311, TTv5, TT11.a, EN-301-549, EN-9.3.1.1, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,html-xml-lang-mismatch,HTML elements with lang and xml:lang must have the same base language,Ensure that HTML elements with both valid lang and xml:lang attributes agree on the base language of the page,https://dequeuniversity.com/rules/axe/4.10/html-xml-lang-mismatch?application=AxeDevToolsAPI,WCAG 2.0 Level A,3.1.1 Language of Page,,"cat.language, wcag2a, wcag311, EN-301-549, EN-9.3.1.1, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,input-button-name,Input buttons must have discernible text,Ensure input buttons have discernible text,https://dequeuniversity.com/rules/axe/4.10/input-button-name?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",Paragraph A - Equivalent alternatives for non-text elements,"cat.name-role-value, wcag2a, wcag412, section508, section508.22.a, TTv5, TT5.c, EN-301-549, EN-9.4.1.2, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,input-image-alt,Image buttons must have alternate text,"Ensure <input type=""image""> elements have alternate text",https://dequeuniversity.com/rules/axe/4.10/input-image-alt?application=AxeDevToolsAPI,WCAG 2.0 Level A,"1.1.1 Non-text Content, 4.1.2 Name, Role, Value",Paragraph A - Equivalent alternatives for non-text elements,"cat.text-alternatives, wcag2a, wcag111, wcag412, section508, section508.22.a, TTv5, TT7.a, EN-301-549, EN-9.1.1.1, EN-9.4.1.2, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,label,Form elements must have labels,Ensure every form element has a label,https://dequeuniversity.com/rules/axe/4.10/label?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",Paragraph N - Electronic forms,"cat.forms, wcag2a, wcag412, section508, section508.22.n, TTv5, TT5.c, EN-301-549, EN-9.4.1.2, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,link-in-text-block,Links must be distinguishable without relying on color,Ensure links are distinguished from surrounding text in a way that does not rely on color,https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.4.1 Use of Color,,"cat.color, wcag2a, wcag141, TTv5, TT13.a, EN-301-549, EN-9.1.4.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,link-name,Links must have discernible text,Ensure links have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=AxeDevToolsAPI,WCAG 2.0 Level A,"2.4.4 Link Purpose (In Context), 4.1.2 Name, Role, Value",Paragraph A - Equivalent alternatives for non-text elements,"cat.name-role-value, wcag2a, wcag244, wcag412, section508, section508.22.a, TTv5, TT6.a, EN-301-549, EN-9.2.4.4, EN-9.4.1.2, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,list,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements",Ensure that lists are structured correctly,https://dequeuniversity.com/rules/axe/4.10/list?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.3.1 Info and Relationships,,"cat.structure, wcag2a, wcag131, EN-301-549, EN-9.1.3.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,listitem,<li> elements must be contained in a <ul> or <ol>,Ensure <li> elements are used semantically,https://dequeuniversity.com/rules/axe/4.10/listitem?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.3.1 Info and Relationships,,"cat.structure, wcag2a, wcag131, EN-301-549, EN-9.1.3.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,marquee,<marquee> elements are deprecated and must not be used,Ensure <marquee> elements are not used,https://dequeuniversity.com/rules/axe/4.10/marquee?application=AxeDevToolsAPI,WCAG 2.0 Level A,"2.2.2 Pause, Stop, Hide",,"cat.parsing, wcag2a, wcag222, TTv5, TT2.b, EN-301-549, EN-9.2.2.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,meta-refresh,Delayed refresh under 20 hours must not be used,"Ensure <meta http-equiv=""refresh""> is not used for delayed refresh",https://dequeuniversity.com/rules/axe/4.10/meta-refresh?application=AxeDevToolsAPI,WCAG 2.0 Level A,2.2.1 Timing Adjustable,,"cat.time-and-media, wcag2a, wcag221, TTv5, TT8.a, EN-301-549, EN-9.2.2.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,no-autoplay-audio,<video> or <audio> elements must not play automatically,Ensure <video> or <audio> elements do not autoplay audio for more than 3 seconds without a control mechanism to stop or mute the audio,https://dequeuniversity.com/rules/axe/4.10/no-autoplay-audio?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.4.2 Audio Control,,"cat.time-and-media, wcag2a, wcag142, TTv5, TT2.a, EN-301-549, EN-9.1.4.2, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,object-alt,<object> elements must have alternate text,Ensure <object> elements have alternate text,https://dequeuniversity.com/rules/axe/4.10/object-alt?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.1.1 Non-text Content,Paragraph A - Equivalent alternatives for non-text elements,"cat.text-alternatives, wcag2a, wcag111, section508, section508.22.a, EN-301-549, EN-9.1.1.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,role-img-alt,"[role=""img""] elements must have an alternative text","Ensure [role=""img""] elements have alternate text",https://dequeuniversity.com/rules/axe/4.10/role-img-alt?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.1.1 Non-text Content,Paragraph A - Equivalent alternatives for non-text elements,"cat.text-alternatives, wcag2a, wcag111, section508, section508.22.a, TTv5, TT7.a, EN-301-549, EN-9.1.1.1, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,scrollable-region-focusable,Scrollable region must have keyboard access,Ensure elements that have scrollable content are accessible by keyboard,https://dequeuniversity.com/rules/axe/4.10/scrollable-region-focusable?application=AxeDevToolsAPI,WCAG 2.0 Level A,"2.1.1 Keyboard, 2.1.3 Keyboard (No Exception)",,"cat.keyboard, wcag2a, wcag211, wcag213, TTv5, TT4.a, EN-301-549, EN-9.2.1.1, EN-9.2.1.3",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,select-name,Select element must have an accessible name,Ensure select element has an accessible name,https://dequeuniversity.com/rules/axe/4.10/select-name?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",Paragraph N - Electronic forms,"cat.forms, wcag2a, wcag412, section508, section508.22.n, TTv5, TT5.c, EN-301-549, EN-9.4.1.2, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,server-side-image-map,Server-side image maps must not be used,Ensure that server-side image maps are not used,https://dequeuniversity.com/rules/axe/4.10/server-side-image-map?application=AxeDevToolsAPI,WCAG 2.0 Level A,2.1.1 Keyboard,Paragraph F - Convert server-side image maps to client-side image maps,"cat.text-alternatives, wcag2a, wcag211, section508, section508.22.f, TTv5, TT4.a, EN-301-549, EN-9.2.1.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,summary-name,Summary elements must have discernible text,Ensure summary elements have discernible text,https://dequeuniversity.com/rules/axe/4.10/summary-name?application=AxeDevToolsAPI,WCAG 2.0 Level A,"4.1.2 Name, Role, Value",Paragraph A - Equivalent alternatives for non-text elements,"cat.name-role-value, wcag2a, wcag412, section508, section508.22.a, TTv5, TT6.a, EN-301-549, EN-9.4.1.2",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,svg-img-alt,<svg> elements with an img role must have an alternative text,"Ensure <svg> elements with an img, graphics-document or graphics-symbol role have an accessible text",https://dequeuniversity.com/rules/axe/4.10/svg-img-alt?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.1.1 Non-text Content,Paragraph A - Equivalent alternatives for non-text elements,"cat.text-alternatives, wcag2a, wcag111, section508, section508.22.a, TTv5, TT7.a, EN-301-549, EN-9.1.1.1, ACT",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,td-headers-attr,Table cells that use the headers attribute must only refer to cells in the same table,Ensure that each cell in a table that uses the headers attribute refers only to other cells in that table,https://dequeuniversity.com/rules/axe/4.10/td-headers-attr?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.3.1 Info and Relationships,Paragraph G - Row and column headers for data tables,"cat.tables, wcag2a, wcag131, section508, section508.22.g, TTv5, TT14.b, EN-301-549, EN-9.1.3.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
http://localhost/,A11yResults.rtl-component,Inapplicable,,,,,false,th-has-data-cells,Table headers in a data table must refer to data cells,Ensure that <th> elements and elements with role=columnheader/rowheader have data cells they describe,https://dequeuniversity.com/rules/axe/4.10/th-has-data-cells?application=AxeDevToolsAPI,WCAG 2.0 Level A,1.3.1 Info and Relationships,Paragraph G - Row and column headers for data tables,"cat.tables, wcag2a, wcag131, section508, section508.22.g, TTv5, TT14.b, EN-301-549, EN-9.1.3.1",2024-09-03T15:48:44.287Z,4.10.0,No,,,A11yResults.rtl-component,
